Opinião;mensagem
1;Aoow..., Fitz véi xonado! Cê tá inspirado hoje, boiadeiro  esse trem mexeu comigo. Fique em paz, e que Deus te permita um excelente final de semana.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;Aoow roou boiadeiro .... amém irmão pra você também bruto !!!! Tamujunto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5;Amigos (as) do rodeio, já está disponível no YOUTUBE, o filme Uma longa jornada, com PARTICIPAÇÃO ESPECIAL, do lendário touro, Rango.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;E ai leon vorto moço. Boom diiia companheiro !!! Já assisti já esse filme ... o trem é chik d mais sooh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;"Bom dia guerreiro!, tamo firme no pé do eito. Passando por aqui para saudar os amigos de fé  como diz você: ""Amizade boa, é amizade bruta"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5;Amigos do rodeio, lamento informar que depois de competir por 4 anos na ‪#‎PBR‬, o touro Mick e Mouse, de 7 anos de idade, da proprietária Marlene Henry, deixa as arenas para sempre. O atleta de peso morreu ontem a tarde vítima de complicações médicas. ‪#‎Repost‬ @teampbr with @repostapp. ・,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Rodeio muito bom.os animais são bem tratados e lindos de se ver.o esporte saudável traz alegria e emoção .é familiar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;Rodeio é muito bom , familiar sertanejo e cuida bem dos animais eu apoio traz alegria e incentiva mais o esporte o brasil precisa cada vez mais de esporte saudável.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6;montar na sua q deu cria à um burro!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;Olha pelo lado bom.. todos os animais de rodeio são bem tratados com ração, sombra e agua fresca... unica coisa que eles tem que fazer é pular com o cara em cima.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;quem ta pedindo dinheiro aqui otário? rodeio precisa de dinheiro de babacas não!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Eu só observo as pessoas que são contra a vaquejada a maioria são todos formados e que mora em cidades em seus apartamentos.ninguém lembra que nosso esporte traz renda,gera emprego e evita de muitas famílias passarem nessecidade.vcs lembrem que acabando com nosso esporte varias famílias irão sofrer por falta de emprego.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;passando aqui para lembrar que isso não tem nada à ver com a votação, não tem nada à ver com mais trato à animais... e esse tipo de coisa ai acontece e já aconteceu até no Rock Rio com artistas internacionais!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Quem critica não conhece,quem conhece ama,,animais saudáveis e com vida longa.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;por isso mesmo,você ja viu de perto como vivem e como são tratados esses animais,,e sabe para onde iriam se não fossem de rodeio ?? não são como animais selvagens que se não estiver em um crco estarão livres na natureza ,esses animais seriam abatidos se não fossem de rodeio.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;os cachorros e outros animais que vive presos dentro de casas e apartamentos que são brinquedos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;"Rodeio,quem critica não conhece,quem conhece 'Ama "" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Valeu capitão augusto,lembraremos do seu nome na maior festa sertaneja da america latina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Aos Senhores Deputados que QUEREM ACABAR COM A VAQUEJADA, e ficam sentados nas suas confortáveis cadeiras, que não levam um pingo de Sol, venham ver a Realidade dos Vaqueiros, se tornou uma tradição para nós NORDESTINOS, porque vem de raízes, aliás, será que vocês sabem o que SÃO RAÍZES??????????? Ou apenas querem vim atrás de nosso Votos, estamos aguardos vocês nas próximas eleições........................................................ Vão atrás de acabar com o TRÁFICO DE DROGAS E CORRUPÇÃO...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6;com certeza quem nao votou é justamente quem levou chifre nas vaquejadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;quem foi os cornos e as raparigas que querem que a vaquejada acabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;moi de fela da puta vao tomar no cú moi de besta fera isso n é exploraçao é cultura mais, quem critica nao conhece, quem conhece ama por isso eu apoio vaquejada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;pra voce que deve gostar,,só mesmo gostando de rola para falar essas coisas,,cinderela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;vai procurar sua turma seu babaca..se não gosta respeite quem gosta,,a guerra começa onde acaba o respeito,,seu otário,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;se não gosta ,respeita quem gosta seu babaca,respeito é bom e conserva os dentes,,ninguém aqui vai na sua te falar do que voce tem gostar,,otário,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;seu imbecil,,se não gosta ,respeita quem gosta,,ninguém faz nada com seu dinheiro,,seu babaca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;so se for rola pra voce que deve gostar muito,,seu babaca,,se não gosta respeita quem gosta,,ninguém te deve nada ,vai cuidar da sua vida seu otário,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6;respeito é bom e conserva os dentes seu babaca.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;babaca,é o que define você.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;Amamos o esporte com também amamos os animais #VaquejadaÉCultura #EuApoioAVaquejada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;quem critica não conhece ,quem conhece ama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;tenho cavalos que fazem provas em rodeios,,quem quiser conhecer de perto como vivem e como são tratados sera um prazer apresenta-los a voces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;se não gosta respeite quem gosta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Deveriam passar a conhecer antes de tudo, amamos os esportes assim como amamos os animais!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5;#euapoioavaquejada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;quem quiser conhecer de perto,sera um prazer poder mostrar como vivem e como são tratados animais de rodeio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Quem critica não conhece,quem conhece ama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;animais saudáveis com vida longa,animais que seriam abatidos se não fossem de rodeio..conheçam,informem -se,aprendam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;meus animais estão a disposição para quem quiser ver,como vivem,como são tratados,como são transportados.quando quiserem.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;conheçam,antes de criticar,meus animais estão a despocição para quiser ver de perto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;quem critica não conhece ,quem conhece ama.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;muita gente aqui fala sem conhecimento de causa,,conheçam,informe se,aprenda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;algumas pessoas deveriam conhecer de perto,para depois darem seus depoimentos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Quem critica não conhece,quem conhece ama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;vida longa ao rodeio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;voce sabe para onde vão os animais que não sao de rodeio ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;vc sabe para onde iriam esses animais se não fossem de rodeio ??,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;:P Vaquejada fica ...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;voce deve um babaca mimadinho,se conhecesse não falava essas coisas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;se conhecesse não falaria tanta besteira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;com certeza vc nunca viu um touro e um cavalo de rodeio de perto,se não jamais falaria as coisas que fala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;vc nunca deve ter visto um touro de rodeio de perto,se não jamais falaria as coisa que fala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;não conhece,,se conhecesse jamais falaria que touros e cavalos sofrem maus tratos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;com a maior certeza do mundo.. vc nunca viu um touro de rodeio de perto.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;quando e onde vc viu animais de rodeio de perto.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;jamais vc viu uma boiadada de rodeio de perto,se não com certeza falaria as coisa que fala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;se vc ver de perto como vive uma boiada de rodeio jamais falara coisas como fala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;tenho certerza absoluta que voce nunca viu de perto,, nunca,pois se ja tivesse visto não falaria as besteiras que fala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;com certeza voce nunca foi ver de perto como são tratados touros e cavalos de rodeio,,se tivesse visto jamais falaria as coisas que fala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;eu realmente nunca fiz laudo porque os maus tratos que vocês dizem já foram comprovado que não existe por isso esse esporte está crescendo a cada dia mais.. e pra quem acha que não.... a PBR foi a maior venda de todos os tempos de todos os esportes... então eu não preciso provar nada.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6;se vc é vegano entoa com certeza ja comeu muita soja que foi plantada em cima de florestas que viviam animais e foram mortos para vc comer sua soja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;vá comer o que vc quiser,,cuide da sua vida,não é vc que vai mudar o mundo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;você é burra mesmo??? to achando que sim, você sai si vc quiser, não tem o poder de ti tirar não, sua opinião pra mim não faz diferença nenhuma e nem pro rodeio, você não tem autonomia para mudar nada, si tenho que argumentar, vou argumentar com quem os juízes que pode mudar algo, vocês são uns nada, e são tão bairros que acham que o rodeio vai acabar si vencerem essa votação aqui, como eu ja disse essa votação não tem valor algum, o que vale é a votação do senado, isso é só para ver a opinião do povo. FIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;e você ana, acha que os gatos e cachorros querem viver aprisionados dentro de casas e apartamentos???,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;quando vc vai vir visitar os animais de rodeio ??,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;estamos querendo saber quando vc vai visitar os animais de rodeio ??,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;quando vai conhecer os animais de rodeio perto??,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;quando vc vira visitar uma fazenda que cria animais de rodeio ??,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;quando vc vai conhecer os animais de rodeio de perto ??,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;kkkkkkk os únicos que não tem argumentos são vocês, até agora não apresentaram nada de maus tratos... simplesmente são umas Marias fofoqueira... vocês são iguais papagaios... só repete coisas que ouve outras pessoas falarem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;sai daqui sua hipócrita... quando comecei comentar aqui você falava palavrões com total falta de respeito... e agora que pagar de educada... vai si fizer... vc pode ter apagado os comentários... mas eu não esqueci sua hipócrita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;é burra mesmo ou si faz para sobreviver, os seus comentários você apaga à hora que você quiser sua otaria... e ser importante para você... eu tenho o prazer de não ser.... mas para a minha boiada sou importante... senão eles já teriam virado almoço à muito tempo!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;eu falo o que eu tenho certeza, si estou falando que apaga eu porque eu já apaguei vários, com vocês fez quando falava palavrões e era mau educada.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;os únicos que criam perfis fake aqui são vocês otário... nos temos mais o que fazer.... não somos uns atoa como vocês não... que fica ai entrometendo em coisas que vocês não tem nada a ver e nem vai mudar nada para vocês,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;cadê o argumentos de vocês??? de maus tratos como vocês fala, até agora só conversa fiada de amarrar o saco do boi.... conversinha de Maria fofoqueira que não tem o que fazer... si quer argumentos vem até minha Fazenda que lhe mostrarei com maior prazer!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;perdemos nao entra no facebook do cap augusto pra vc ver e bosta e voc^^e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;rodeio ja ganhou entra no facebook do cap augusto pra vc ver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;rodeio,animais saudaveis,com acompanhamento veterinario,100% bons tratos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;e qual laudo que vale o seu que não tem conhecimento nenhum??,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;quem acha que animais de rodeio são mal tratados,compareçam na maior festa da america latina e comprovem,como vivem e como são tratados.barretos 2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Quem critica não conhece,quem conhece ama.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;você conhece o que? o gato, o seu cachorro criado dentro de apartamento, falar nisso os cães e os gatos são prisioneiros de vocês também seus hipócritas, porque eles ficam ai presos dentro de seus apartamentos .. bando de hipócrita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;quem é voce para chamar pessoas que não conhecem de bosta,,por acaso ja viu meus cavalos,sabe como eles vivem e como são tratados,como são transportados, e não cuido com seu dinheiro,não vou até sua casa te falar como voce deve viver ou o que deve fazer..bosta com certeza é voce.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;e faz tempo minha querida desde 2010 que não tem prova do laço por lá,,mas por decisão da propria comissão..somente ,touros ,cavalos ,3 tambores e tean pening,,animais lindos e super bem tratados,,talvez bem mais do que os seus,,nos apresente os seus e sera um prazer apresentar os nossos para voce,, tenho certeza que verás animais com acompanhamento veterinario,sadios,bem trasportados etc,,,,,,,,,,,,,,,,,,,,,,,,,
2;como voce é tosca,,queremos ver como cuida de seus animais,,ja nos prontificamos a te mostrar os nossos e voce nem da resposta. vamos comparar quem é melhor tratado,os seus devem comer caviar pelo o que voce critica os nossos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;olha quem é vivo sempre aparece e sempre com argumentos espetaculares, ai no próximo argumento você vai dizer que o público diminui, e depois colocar um link de blog sem valor algum para debate.... ou seja sempre sem argumentos, porque argumentos de maus trato você não postou nenhum, é igual maria fofoqueira vê algo ou escuta e sai falando sem saber!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;muitas pessoas ja te convidaram para voce ver como vivem e como são tratados animais de rodeio,mas voce nem resposta da,o que voce gosta é de ficar perturbando quem gosta,,se realmente gosta de animais vá conhecer de perto e tire suas conclusões.pare de falar coisas sem conhecimento de causa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;claro que vc não quer conversa comigo... porque você não tem argumentos... fica falando merda ai... e acha q vai fazer os outros acreditarem...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Para quem acha que animais de rodeio ainda são mal tratados os meus tambem estão a disposição para quem quiser conhecer de perto,estarão nas provas dos 3 tambores em barretos de 20 a 30 de agostos sera um prazer apresentá los a voces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;para quem ainda acha que animais de rodeio são mal tratados os meus estão a disposição para quem quiser conhecer de perto,como vivem,como são tratados e para onde iriam se não fossem de rodeio.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Ninguém é obrigado a gostar,,mas pelo menos respeite quem gosta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;para a senhora amanda costa.. uma pessoa que não respeita nem os seres humanos que estão ao seu redor,imagina como deve tratar os animais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;valeu capitao augusto seu nome sera lembrado com carinho na maior festa sertaneja da america latina, quem não gosta deveria conhecer de perto como são tratados os animais por lá e ainda ajudar a contribuir com o hospital do cancer de barretos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;antes de dar sua opinião va ver como vivem e como são tratados touros e cavalos de rodeio e para onde iriam se não fossem de rodeio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;quem não conhece deveria conhecer,como vivem,como são tratados e para onde iriam se não fossem de rodeio.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;quem não conhece deve conhecer como vivem e como são tratados animais de rodeio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Antes de criticar devemos conhecer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;tem muita gente que critica sem sequer conhecer de perto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;Valeu capitão augusto tem muita gente que não gosta,mas tem muita gente que gosta seu nome sera lembrado na segunda maior festa sertaneja do mundo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;Valeu Capitão Augusto o povo sertanejo está do seu lado,,quem critica não conhece,quem conhece ama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;Parabéns capitão Augusto o povo sertanejo está do seu lado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;"Quem critica não conhece,quem conhece 'Ama "" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;Parabéns Capitão augusto,tem muita gente que não gosta ,mas tem muita gente que gosta e com certeza seu nome sera lembrado na segunda maior festa sertaneja do mundo.Barretos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;Parabéns Capitão Augusto por olhar para o povo sertanejo,tem quem não gosta liga não,,seu nome sera lembrado na maior festa sertaneja da américa latina a semana que vem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;Realmente ninguém respeita nada nesse pais,quem não gosta deveria ao menos respeitar quem gosta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;Parabéns capitão Augusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;"Quem critica não conhece,quem conhece "" Ama ""..conheçam antes de criticar ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;"Quem critica não conhece,quem conhece 'Ama "".rodeio 10% bons tratos aos animais ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;coitado de voce seu bababa.se gosta de ajudar va até o sertão nordestino la nessa epoca do ano morrem milhares de animais de fome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6;vai sonhando.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3;Nossa...acho que o animal que está sendo maltratado aqui é você! ahhahahaah..Não sabe discutir, respeitar a opinião dos outros. Você pode não concordar, mas deveria, ao menos, respeitar. Tenho pena de você, que, sem dúvidas nenhuma, é influenciada pela opinião de outras pessoas e não sabe o que está dizendo. Leia a lei do rodeio profissional, se informe e depois com educação, por gentileza, dê sua opinião! Abraço,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;onde é que voce viu um cavalo ou um touro de rodeio serem mal tratados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;a unica bosta aqui deve ser voce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;A unica bosta por aqui com certeza é voce,,quem voce pensa que é para chamar pessoas de bosta,,alguém aqui come com seu dinheiro,sua babaca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Por um acaso eu trato dos meus cavalos com seu dinheiro,,talvez a unica bosta por aqui seja voce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;quem é voce para chamar alguém de bosta,,por acaso é voce quem paga nossas contas,,por acaso ja foi visitar de perto como são tratados touros e cavalos de rodeios sua idiota,,se não conhece não julgue sua babaca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;por como voce trata as pessoas da para imaginar como deve tratar os animais.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;uma pessoa que trata outras por bosta,,deve ajudar quem ? ainda se diz ser protetora de algo.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;Por mais inteligente que alguém possa ser , se não for humilde,o seu melhor se perde na arrogância.A humildade ainda é a parte mais bela da sabedoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3;qual maldade voce viu contra touros e cavalos de rodeio maldade é para onde eles iriam se não fossem de rodeio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;meus cavalos devem ser mais bem tratados que seus filhos,,pois da ver como voce trata seres humanos..a unica bosta aqui deve ser voce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;talvez meus cavalos devem ser mais bem tratados que as pessoas que te acompanham, no dia dia,, para quem chama pessoas que não conhece de bosta !!!. como deve ser voce ??. uma verdadeira bosta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;quanta arrogância e falta de educação,por acaso alguém vive com seu dinheiro.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;qual maldade,,por acaso voce ja viu de perto como vivem e como são tratados e sabe para onde iriam se não fossem de rodeio.ahh e a unica bosta por aqui é voce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6;voce é quem mesmo ? para chamar pessoas de bosta,,comemos com seu dinheiro ?? pedimos ajuda na sua casa ??,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;com certeza a unica bosta daqui é voce,uma pessoa que trata seres humanos de bosta imagina como deve tratar seus animais sua bosta !!!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;quem voce pensa que é para chamar alguém de bosta,,a unica bosta por aqui com certeza só pode ser voce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;"Quem critica não conhece,quem conhece 'Ama"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;Parabéns capitão Augusto com certeza seu nome sera lembrado com muito carinho na maior festa sertaneja da América latina.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;"valeu capitão augusto,quem critica não conhece.quem conhece 'Ama"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;"quem critica não conhece,quem conhece 'Ama "" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;valeu capitão augusto por lembrar do povo sertanejo desse país.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;"quem critica não conhece,quem conhece 'Ama"". ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;valeu Capitão augusto seu nome sera lembrado com muito carinho por todo interior do brasil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;Parabéns Capitão Augusto e obrigado por lembrar do povo sertanejo desse país,,lembraremos seu nome com muito carinho na segunda maior festa sertaneja do planeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;"quem critica não conhece,quem conhece 'Ama"". ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1;Parabéns capitão augusto,por olhar para o povo do interior,seu nome sera lembrado com muito carinho na maior festa sertaneja da america latina,barretos 2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Quem critica nao conhece quem conhece ama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;"muitas pessoa criticam sem se quer nunca ter visto de perto,como vivem,como são tratados e como trabalham esses animas e para onde eles iriam se não fossem de rodeio,antes de criticar,conheçam,informem se,aprendam ! Quem critica não conhece,quem conhece 'Ama"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;quem critica não conhece quem conhece ama.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;se voce quiser conhecer meus cavalos estão a disposição para voce conhecer quando e a hora que quiser,como vivem como são tratados,e não é voce que vai me dizer se eles são explorados o que voce entende animais para falar isso.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;voce é só um mimadinho que não come carne e acha que todo mundo tem que ser como voce,esquece que a soja que voce come foi plantada onde com certeza era floresta e que muitos animais silvestres morreram par essas terras virarem terras de lavouras.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2; é cada comentário besta.. o Rachel Lins desmatar para criar gado não tem nada à ver com rodeio não.. quem cria bois de rodeios não precisa de grandes pastagens não!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;e o que entende voce de animais para chamar isso de exploração,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2;vai procurar sua turma,mimadinho que fala que todo mundo tem que comer soja,só porque voce só come frutas e vegetais. aprenda que cada um faz e come o que quer,não é voce que dita as regras par o mundo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;quem não conhece deveria conhecer de perto,tenho cavalos que fazem prova dos 3 tambores em rodeios,quem quiser conhecer de perto como vivem,como são tratados e como são transportados sera um prazer apresentá los a voces.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;"'Rodeio"",quem critica não conhece,quem conhece 'Ama"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4;Vai começar a maior festa country da america latina,Barretos, quem não conhece deveria conhecer como vivem e como são tratados animais de rodeio,meus cavalos estarão por lá,quem quiser conhecer de perto será um prazer apresentá los a voces.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
