Opinião; mensagem
2;O Haroldo fala tudo baseado no preconceito, todo mundo sabe disso , ele ta pouco se fudendo com os animais ele não gosta é da classe
2;Tem uma pessoa que se chama Haroldo Girafales que se julga tão inteligente mas só fala coisas sem conhecer,,conheça de perto depois fale.
1;Parabéns Capitao..primeiro passo ja foi
1;Socorro Rodeio fesival,,toda a renda da bilheteria revertida para a Santa Casa de socorro,Casa lotada..Rodeio ajudando Vidas.
4;Ta ai a prova, quando o rodeio é sério não tem embargo ... http://rodeiomagazine.com.br/?p=1337
2;"Para o Manipulador com a maquina de churros estragada ta aqui o motivo pelo qual o evento foi embargado, se não fosse isso o MP não teria base para realizar o embargo ""a programação do evento não cumpria diversas cláusulas previstas nas leis de proteção ao meio ambiente e ao consumidor, bem como normas de segurança pública, bem como não foi apresentado AVCB, não foi oferecida meia-entrada e ainda previa a presença de número pequeno de seguranças privados (de 13 a 20 seguranças por noite, para um público estimado em mais de três mil pessoas). Diante disso, a Promotoria ajuizou a ação para impedir a realização do evento e para que os valores dos ingressos fossem restituídos aos consumidores."" "
4;Sim , mas o embargo só ocorreu por causa dos fatores que comprometiam o evento, pois sem isso não existe lei que posso realizar o embargo prova disso são os ativistas que tentam embargar o rodeio em varias cidades e o embrago não ocorre pois são rodeio sérios e bem estruturados.
6;Haroldo , por que você usa o entregador de pizza para lubrificar sua maquina de churros????? hauhauhauhauahuahuahuahuahuahauhauhauhauhauhauhauahuahuahuaha não tenha vergonha desse seu lado , nós entendemos !!
2;Analfabeto deve o senhor seu pai,,use seu nome real primeiro depois voce venha discutir,,todo mundo aqui sabe que voce é uma mulher.se até seu nome é falso imagina sua personalidade
4;Ohh Haroldo como ta Ana ??
4;E a ana como anda ????
2;Único analfabeto e desentendido aqui é vocês, principalmente voce girafales, si existisse maus tratos em rodeio todos seria embargados, como isso não acontece, qualquer pessoa com um pouquinho de inteligência sabe que quando um rodeio é embargado é devido alguns fatores descumpridos, e mais uma vez volto à repetir, isso acontece em rodeios pequenos com maus profissionais na organização!
3;Para começo de conversa essa face com nome de ministério público, nada mais é que um fake utilizando o nome de um órgão público achando que terá mais credibilidade, mas prosseguindo sobre o rodeio em questão, e si você fizer uma pesquisa onde tenha os fatos verídicos, o problema em si não é o rodeio e sim outros fatores, mesmo assim eu nunca ouvi falar dessa cidade então não é rodeio grande, quero ver impedir um rodeio do CIRCUITO PBR OU RANCHO PRIMAVERA que são os dois gigantes hoje no Brasil, montar em boi e falar que é rodeio qualquer um faz, Agora rodeio de verdade são esses PBR, RANCHO PRIMAVERA, MONSTER ENERGY PBR esses ninguém NUNCA TERÁ CU PARA EMBARGAR até porque são todos dentro das leis e normas exigidas!
2;"Oloco ana você ao menos leu a matéria completa????? olha só o por que o rodeio foi embargado ""a programação do evento não cumpria diversas cláusulas previstas nas leis de proteção ao meio ambiente e ao consumidor, bem como normas de segurança pública, bem como não foi apresentado AVCB, não foi oferecida meia-entrada e ainda previa a presença de número pequeno de seguranças privados (de 13 a 20 seguranças por noite, para um público estimado em mais de três mil pessoas). Diante disso, a Promotoria ajuizou a ação para impedir a realização do evento e para que os valores dos ingressos fossem restituídos aos consumidores."" "
2;"Haroldo o meu lema é ""mais rodeios e menos babacas"" "
2;você não gosta de rodeio e é um babaca ou seja !!!
2;"Haroldo girafales, vulgo ""ze ninguém da sociedade "", enquanto você vem com o milho eu já estou com o fubá pronto, não precisa me mandar link, pois eu pesquiso os fatos à fundo, em relação ao face com o nome de órgão público é um ativista fake, em relação ao rodeio é uma série de fatores descumpridos, mas como eu disse isso acontece em rodeios pequenos com maus profissionais na organização! "
2;Assuma seu preconceito que doi menos , seu problema não é com os animais que você sabe que não sofrem maltratos , seu problema é com o o meio do rodeio, pessoas que frequentam, musica que é tocada, assume que fica mais bonito.
2;Esse povinho tem é inveja mesmo do pessoal do rodeio, inveja por não ter nada e saber que todas pessoas envolvidas no rodeio são bem sucedidas, infelizmente o sol é para todos à sombra é só para alguns, mas não temos culpa de você ser um NADA na sociedade. E enquanto você ficar nessa inveja achando que vai derrubar os bem sucedidos, você vai continuar sendo esse NADA na sociedade!!!
2;Não discutir com você pq você é um babaca que expõe seus argumentos baseado no preconceito e não na causa.
2;Meu amigos do SIM um sugestão não entrem em discussão com o tal de HAROLDO o sujeito é preconceituoso e sempre desanda a discussão para ofensa , ele está aqui pois teve sua maquina de churros estragada por um peão de rodeio, conforme ja foi falado nessa discussão tempos atras.
3;ESSE SITE ESTA SERVINDO APENAS PARA DISCUÇOES,ONDE SE VIU UM TONTO IGUAL ESSE FERNANDO LODO VIR AQUI FALAR DE TORTURA ANIMAL E CHAMAR A MUSICA SERTANEJA DE MEDIOCRE,,PRIMEIRO ELE NUNCA DEVE TER VISTO DE PERTO UM ANIMAL DE RODEIO E SEGUNDO A MUSICA MEDIOCRE QUE ELE MENCIONOU SÃO 90% DAS MUSICAS TOCADAS NAS RADIOS BRASILEIRAS HOJE,CADA UM ESCUTA O QUE QUER,OU TODO MUNDO TEM GOSTAR DO QUE GOSTA FERNANDO LODO .
3;A musica mediocre que voce mencionou ,hoje nas radios brasileiros são 90 % das musicas tocadas.. e o que faço mão é com seu dinheiro,vai voce procurar o que fazer e deixe de ser babaca imbecil e nos fale onde voce viu algum animal torturado..me diga onde e quando voce viu um animal desse de perto,quem é voce pra chamar alguma coisa de lixo,,conheça de perto antes de falar.lixo é uma pessoa falar coisas sem saber.
2;Ninguem é lord aqui não..lixo deve ser voce quem tem lodo até no nome.quem é voce para chamar nossa cultura de lixo e a musica sertaneja de mediocre
1;SENDO CULTURA OU NÃO O RODEIO AJUDA MUITAS VIDAS MAIS DE 14 MILHOES DE REAIS DOADOS PARA O HOSPITAL DO CANCER,TODA VERBA DO RODEIO DE SOCORRO SERA REVERTIDA PARA A SANTA CASA DE SOCORRO,VENHA VOCE QUE ACHA QUE ESSES ANIMAIS SÃO MAU TRATADOS APROVEITE PARA CONFERIR DE PERTO E AINDA AJUDE A SANTA CASA DE SOCORRO.
1;Parabéns pela iciciativa capitao augusto de 24 a 27 de setembro Socorro rodeio festival.Toda a renda da bilheteria revertida para a santa casa de socorro.Rodeio ajudando vidas.
1;Parabéns Capitão Augusto pela primeira conquista,estamos do seu lado. Rodeio quem não conhece critica,quem conhece ama. vamos conhecer antes de criticar !!!!
1;Parabéns pela primeira vitoria capitão quem conhece,sabe porque o senhor defende,
1;PARABÉNS CAPITÃO AUGUSTO ,POR OLHAR PARA O POVO SERTANEJO
4;Vamos conhecer antes de criticar,,quem não conhece procure conhecer de perto como vivem esses animais.
3;E por acaso voce sabe qual a diversao dos peoes mato grossense ,vc sabe como começou o rodeio no brasil,,era justamente nas paradas de peos que eles competiam para ver quem ficava mais tempo em cima dos cavalos chucros..logo se ve que a girafa realmente é uma mulher,,todo mundo ja sabe que vove não é homem,, e só fala coisas sem saber,,procure no youtube a origem do rodeio e aprenda um pouquinho..
2;Meu pai tem só 30 mil cabeças de gado, capaz que eu não sei mesmo o que é ser peão de verdade não, E muito menos vvocê que é um ze ninguém na sociedade!
2;OLHA COMO VOCE É BABACA,UM CAVALO PANTANEIRO TRABALHA DURANTE HORAS POR DIA E QUASE TODO DIA UM CAVALO DE RODEIO TRABALHA POR 8 SEGUNDO NO MAXIMO 2 VZS POR SEMANA,VIVE EM MEDIA 4 A 5 ANOS A MAIS QUE UM CAVALO DE SERVIÇO SE VOCE FOSSE UM CAVALO SERA QUE PREFERIA SER UM PANTANEIRO OU UM DE RODEIO.
2;E outra coisa por isso vocês fala tanta Merda sem saber, porque fica vendo vídeos ai na Internet e não sabem nem si são verdadeiros! Eu vivo de realidade! Capaz que vocês são tão tolobas que acreditam até nessas merdas de novelas que passam na televisão!
2;Eu estou vendo que só mesmo um tonto como voce acha que um animal de serviço no mato grosso vive melhor que um cavalo de rodeio,os pantaneiros trabalham durante horas em um sol de 40 graus,mas tem que fazer o serviço,porque se fizerem quem faria por eles,, e os cavalos de rodeio trabalham no maximo 8 segundos quando trabalham,, aprenda voce antes de falar tanta besteiras.
4;Voce noa passa de uma mulher que usa nome de homem,quem sabe .Ana dos Animais.
1;DE 24 A 27 DE SETEMBRO,SANTA CASA EXPO AGRO SOCORRO 2015.TODA A RENDA DA BILHETERIA 100% DA RENDA SERA REVERTIDA PARA SANTA CASA DE SOCORRO..RODEIO AJUADNDO VIDAS E VOCE AJUDA QUEM ???
3;para quem escreve ,,o filho chora e papai não ve,,ohhh girafales todo mundo aqui sabe que voce é uma dama
2;Para vocês verem a falta de conhecimento desse senhor, um cavalo pantaneiro sofre 10,20x mais que um cavalo de rodeio, mais uma prova que esse senhor defende seus conceitos baseado no mais puro preconceito.
3;Senhora Ana dos Animais porque esconde tanto seus animais,sera que eles são tão bem tratados como os nossos..Cade seus Animais ??????
3;ESSA ANA DOS ANIMAIS GOSTA DE SE APARECER USANDO O NOME DO RODEIO,JA OFERECEMOS PARA ELA VARIAS OPORTUNIDADE DE CONFERIR COMO VIVEM NOSSOS ANIMAIS,MAS ELA NÃO QUER VER NADA E NEM MOSTRAR COMO VIVEM OS SEUS ANIMAIS,APENAS GOSTA DE SE PROMOVER USANDO O NOME DE ANIMAIS DE RODEIO,SE , SE PREOCUPASSE TANTO COMO FALA JA TERIA IDO CONFERIR DE PERTO COMO VIVEM E O DIA A DIA DESSES ANIMAIS A VARIAS PESSOAS NESSE SITE LHE OFERECENDO PARA MOSTRAR O DIA A DIA DOS ANIMAIS DE RODEIO,MAS ELA NÃO QUER VER,SÓ QUER FALAR OU TALVEZ TENHA MEDO DE MOSTRAR COMO VIVEM SEUS ANIMAIS.
3;Vou nem perder tempo com links de fakes e esses que si dizem ex-peões, nada mais é que pessoas que simplesmente gravou um vídeo dizendo que já foi peão... porque falar que foi qualquer um pode dizer, é muito fácil! Porque quem já foi peão de verdade mesmo que já tenha aposentado, os peões de verdades sobreviveram e vai sobreviver disso, peão de verdade vive de rodeio e vive pro rodeio, passando de geração para geração!!!
4;la vem a Ana dos Animais que não tem animais.. So essa semana serao realizados mais de 67 rodeios por todo o brasil. se quiser comparecer em algum te passo o mais perto de sua cidade.. cade seus animais,,queremos conhecer.
3;Como voce pode ser tão imbecil desse jeito,pare de querer se promover em cima do rodeio,,se gosta tanto de animais nos mostre os que voce cuida.. ja te oferecemos para conhecer os nossos,mas voce não quer conhecer nada,apenas quer se promover em cima do rodeio,,sera que voce é politica ou dona daquelas ongs que cuida de animais fantasma,,vai procurar sua turma e pare de querer se aparecer usando o nome do rodeio..se realmente quer proteger animais vá conhecer de perto e confira que eles não precisam de sua ajuda,meus cavalos devem ser mais bem tratados que voce. ja tem acompanhamento veterinario,nutricionista,otimas instalaçoes e exelente trasnportes,vai ajudar os animais que realmente precisa os nossos ja são otimamente tratados.
6;Os meus animais estao bem pertinho de campinas,em amparo quando vai vir conhece-los ?? não se preocupe não vou querer ver os seus,,não consigo enxergar fantasma ainda.
6;PLÁ DEFENSORA DOS ANIMAIS FANTASMAS,CADE SEUS ANIMAIS ??
2;voce só quer se aparecer,,cade seus animais ????????
3;TODA A RENDA FA FESTA DO PEAO DE SOCORRO SERA REVERTIDA PARA A SANTA CASA DE SOCORRO,RODEIO AJUDANDO VIDAS E VOCE AJUDA QUEM ?? ANIMAIS FANTASMAS ???
4;OHHH dona Ana o girafales ta com saudade de voce..
3;Para a infelicidade de muitos barretos bateu outro record de publico no ano de 2015 e arrecadou mais de 14 milhoes para o hospital do cancer ,que abrirá mais uma unidade,,o que faz para ajudar outros , essas pessoas que criticam tanto.
2;"Vai cuidar da sua vida seu ""fake"" seja você quem for, os touros de rodeios são particulares o dinheiro gastos para realização dos rodeios são particulares, então vocês não tem nada pra entromenter aqui, Si não gosta é só não ir aos eventos!!! "
2;Vai procurar sua turma,mulher com nome de homem.
2;sai pra lá mulher com nome de aroldo vai procurar sua turma talvez as encontre na parada gay da avenida paulista.
4;Voce é marido ou irmão da Ana dos Animais ???
4;Qual tipo de droga que você usa Ana?
4;mais 58 mil pessoas no ultimo domingo e só teve um show pequeno e a tarde de mato grosso e mathias.Ahhh esqueci,voce assistiu ao vivo.
2;ahhh entao é mentira os mais de 14 milhoes arrecadados par o hospital ??
2;Como voce é ridicula sera que as pessoas que estavam lá tambem eram fantasmas como seus animais.Ana dos Animais fantasmas... Vi passear com o Haroldo Girafales ele deve ser da mesma turma que voce,ou são irmaos gemeos,,vcs falam exatamente as mesmas coisas.
2;VAI TE CATAR GIRAFA LOUCA TODO MUNDO AQUI SABE QUE VOCE É UMA MULHER QUE MODINHA?? ,BARRETOS ESSE ANO COMEMOROU 60 ANOS,,A FESTA DE ITAPIRA COMEMOROU 47 VC ACHA QUE UMA MODINHA DURA 60 ANOS ??? VAI PROCURAR SUA TURMA DE COROCAS E VAI TOMAR CHÁ. OU USE SEU NOME VERDADEIRO.
3;Resolveu aparecer Haroldo cansou de usar o nome de Ana..quase todos eventos do brasil ja existem a mais de 30 anos e voce vem falar em modinha,isso mostra que voce realmente não sabe nada sobre os rodeios.
3;Só mesmo um imbecil para falar uma coisas dessas,quase todas as festas tradicionais do peão ja existem a mais de 30 anos e onde voce ve modinha nisso, Socorro,itapira,monte siao,Aparecida do Taboado,Rio preto e etc e etc,ja existem a a mais de 30 anos..Barretos comemorou 60 anos e comrecord de publico arrecadou mais de 14 milhoes par o hospital do cancer,,vai procurar pessoas que gostam do que voce gosta e nao perca seu tempo com pessoas que gostam do que voce não gosta.
4;Dona Ana dos Animais ,,cade seus Animais ???
3;Aí sim dona Ana, nesta vou a favor, vaquejada, prova de laço e bulldog, isto tem que extinguir, em barretos e demais rodeios grandes já não temos isso na minha opinião é crueldade porque bezerros ainda não tem formação óssea definida e o tranco do laço pode causar lesões e a vaquejada o rabo dos animais de grande porte é sensível, uma lesão ali pode causar a morte.
4;"IDEM para o pessoal do ""NÃO"" e letra minúscula ou maiúscula não classifica fake ou não! "
2;cala tua boca frutinha,cada hora voce inventa alguma coisa,,ja te passei meu endereço meu nome meu apelido e onde fica minha propriedade,,quando quiser virar homem me procure,,,
2;è crime voce ficar falando coisas sem saber,aliás voce só fala coisas sem saber..
2;Conheça a vida como éla é ,pare de alucinaçoes,,corte os remédios estragados
4;RESOLVEU VIRAR HOMEM ?
3;O lunático voltou o homem que vai libertar todos animais do abate e levar pra casa dele.
3;la vem voce de novo,,fala muito e não faz nada,,cade seus animais,,os meus estao a sua disposição pertinho de sua cidade em amparo na entrada da cidade é so chegar e perguntar por paulao calanchue,todo mundo me conhece..Agora cade seus animais,ana dos animais fantasmas.
4;Cade seus animais ana dos animais,,,,mostre nos por favor
4;antes de criticar deveríamos conhecer.
5;https://www.youtube.com/watch?v=Ktg-opMI47o
3;Muitas pessoas deveriam primeiro conhecer para depois criticar,falar coisas sem saber também é falta de cultura.
3;por acaso voce não interage com animais,,os nossos são apenas um pouco maior,,porque voce pode ficar pousando com esses cachoorros ai e gente não.. interagir com animais não significa mau tratar animal. ainda mais que os nossos animais iriam para o abate se não fossem para rodeio,
3;Onde voce viu um animal de rodeio de perto.me diga o nome do proprietario que estava mau tratando do animal.conheça,antes de falar,os animais de rodeio tem o mesmo tratamento que muitos animais domesticos,,se ja viu maus tratos porque não denunciou ???
3;PESSOAS DEMAIS,CRITICAM SEM CONHECER,,VAMOS CONHECER COMO VIVEM ESSES ANIMAIS PARA DEPOIS CRITICAR.
3;Muita gente critica sem nunca ter visto um animal de rodeio de perto,vamos conhecer para depois criticar.
2;vira homem fruta,,nao falamos do seu desfile nas ruas de sao paulo,,se voce acha a aparada gay cultura entao tambem achamos,,cada um na sua.
2;Oh Lunático acorda pra vidaaaaaaaaaaaaaa
4;"IDEM para o pessoal do ""NAO""! "
3;oba,amigo se não gosta respeite quem gosta
1;E AI AMIGUINHA,QUANDO VAI RESOLVER VIM PRA AMPARO CONHECER MEUS ANIMAIS,TO TE ESPERANDO PRA GENTE COMER UM CHURRASQUINHO E DAR UMAS VOLTAS A CAVALO.
2;Resolveu virar hominho ? aprendeu que animais sao devorados por humanos nesse pais.
2;pra voce pode ser para gente não..estamos em pais que ainda existe racismo,,que pessoas matam por um celular,,que pessoas matam outras e colocam dentro de malas,, aprenda conheça,antes de falar.
2;aprenda,conheça antes de falar,onde voce viu algum animal mau tratado.
2;E onde voce viu um animal de rodeio torturado ??
2;Voce poderia falar onde voce viu essas torturas ?
2;Me diga onde quando e em que lugar voce viu algum animal torturado ??
4;ONDE VOCE JA VIU UM ANIMAL DE RODEIO DE PERTO?
2;Aí sambista, Aluys, SEJA VEGETARIANO, FEMINISTA, EVANGÉLICO, ATEU, DE ESQUERDA DE DIREITA, SEJA A PORRA QUE VC QUISER, SÓ NÃO ENCHE O SACO DAS PESSOA!
3;Há uns 10 anos atrás um caminhão meu tombou em Serra Negra com 15 touros dentro. Nenhum morreu graças a Deus. Mas dois ficaram seriamente feridos. Um deles é esse da foto: o Saci. Esse animal teve o maxilar quebrado e colocamos placas de titanium e 15 parafusos na boca para não sacrificar o animal. Foram 125 litros de soro e e quase 50 vidros de antibióticos. No ano seguinte o Saci pulou em Serra Negra totalmente curado. E essa foto foi tirada essa semana na fazenda 3B onde ele, já aposentado, aproveita seu resto de vida junto com os outros animais.
2;chega de usa los´e mande os para o matadouro ?..
4;o que conhece voce sobre esses animais ? onde e quando voce foi ver de perto ??
4;que forma ? onde e quando voce animais de rodeio de perto
3;"Rodeio,quem não conhece critica,quem conhece ""Ama "". "
5;https://www.youtube.com/watch?v=cweuuAxVbPg
1;Senhora Ana dos Aniamais,a gente gostaria muito de conhecer seus animais.
3;José Carlos no rodeio os animais nao sao sacrificados nao......agora se eles icarem como voces querem , la no pasto ,comendo,engordando a finalidade deles e de 100% na panela da sua casa.... :)
4;Vamos Conhecer antes de criticar.
4;onde voce viu esse sacrificio ai mencionado.
4;As atividades ligadas ao meio rural, direta e indiretamente, são o maior mercado empregador e gerador de riqueza do país, considerando os não mecanizados. É um nicho econômico fundamental, além do valor cultural das atividades ligadas à lida no campo.
5;https://www.youtube.com/watch?v=8zWt4e6h0VM
5;https://www.youtube.com/watch?v=Xq_Glqc5N8Q
1;https://www.youtube.com/watch?v=Ktg-opMI47o esta ai uma boa opção para quem não conhece,conhecer,com as despesas pagas.
3;Muitas pessoas falam coisas sem nunca ter visto de perto,quem gosta de animais deveria ir conhecer de perto o dia a dia de um animal de rodeio,como vivem,onde vivem,para onde iriam se não fossem de rodeio,, vejam de perto que nenhum animal tem seu saco apertado e nem sofrem injurias alguma,todo evento só pode ser realizado com a presença de um medico veterinario responsavel e qualquer pessoa pode denunciar se ver algum mau trato,interagir com animal não é mau tratar animal,,existem varias formas de homem interagir com animal,em jogueis,corrida e cachorro na neve,policia montada,polo,hipismo exposições de caes e gatos e etc.. vamos conhecer de perto antes de criticar tanto.
1;Senhora Ana dos Animais queremos conhecer como vivem seus animais,, os nossos ja estao a sua disposição com todas as despesas pagas,,mas cade seus animais.
3;Por conta de depoimentos como os seus que o projetoja passou pela primeira fase,,se continuar falando coisas sem saber nunca vai defender animal algum,,,fale coisas com conhecimento de causa,,porque aasim só vai ajudar o Sim.
3;VOCE NAO VAI CHEGAR EM LUGAR ALGUM COM SEUS ARGUMENTOS,,PORQUE FALA COISAS SEM SABER,,ENQUANTO VOCE SE PREOCUPA EM FALAR TONTEIRAS O RODEIO PROGRIDE PERTINHO DE SUA CASA EM JAGUARIUNA ESTA ACONTECENDO O MAIOR FESTIVAL COUNTRY DO BRASIL..APRENDA,FALE COISAS REIAS,ARRUME ALGUNS ANIMAIS CARENTES PARA VOCE CUIDAR E DEIXE OS NOSSOS EM PAZ..CADE SEUS ANIMAIS.
1;Estou com meus animais a menos de 10 minutos de sua casa,em jaguariuna se voce quiser vou te buscar ai em campinas te mostro como eles estao e aproveito para ver os seus,,ou voce ainda cuida de animais fantasma,,olha lá hein ja descobrimos algumas pessoas que ganhavam dinheiro para cuidar de animais fantasmas,,ja achamos uma em soocaba e uma em pouso alegre,,cade seus animais.....
3;Voce fala muito e mostra pouco,cade os animais carentes que voce cuida,, voce gosta de se promover falando coisas que nao vai ver de perto,,se gosta tanto de animais ,cade os animais carentes que voce cuida..nos mostre ,terei o maior prazer em conhece-los.
1;Porque sera a senhora esconde tanto seus animais,,os animais de rodeio estao a sua disposição par quando e onde a senhora quiser visitar.
2;E o que é apresentação o derna para voce,,pessoas sendo mortas na porta da igreja mais famosa do brasil ou sendo morta com um tiro no peito por conta de um celular,,esse é o pais moderno seu.
3;O QUE É APRESENTAÇÃO MODERNA PARA VOCE..PODE NAO SER PARA OUTRAS PESSOAS,SEJA VOCE UMA PESSOA MODERNA E APRENDA CONVIVER COM AS DIFERENÇAS,CADA UM GOSTA DO QUE QUER.
3;Conheça antes de criticar,,onde voce foi ver o dia dia desses animais,,voce sabe pra onde vao os animais que não vao para o rodeio,, medieval é pessoas ficarem falando coisas sem conhecer,sem saber realmente o que acontece,,falar coisas com conhecimento de causa tambem é cultura.conheça,aprenda antes de falar.
2;o UFC ,o esporte da moda hoje seria o que para a senhora.. gladiadores da era moderna.temos muitas coisas medievais ainda,pessoas sendo esquartejadas e colocadas dentro de malas,outras matando seres humanos para fazerem coxinhas etc..ainda não evoluimos tanto como voce gostaria.
3;exatamente ,se voce não gosta respeite quem gosta,,use sua teoria e coloque -a em pratica.
3;Pelo contrario voces que não gostam que acham que ninguém deve gostar,,vamos respeitar as diferenças,isso tambem é cultura,respeitar as diferenças.
3;Rodeio legal Não maltrata animail,conheçam antes de criticar.
2;Pessoas dao seus depoimentos sem nunca ter visto de perto como vivem e como sao tratados esses animais,,conheçam antes de criticar,nao são esses animais que estao precisando de ajuda e sim aqueles abandonados pelas ruas.
3;ele não precisa do seu voto ele ja tem o nosso,que vamos eleger ele de novo.voce pode continuar votando no pt.
4;cade seus animais.
2;conheça antes de falar,,em qual evento voce viu um animal ser mau tratado,
3;essa pessoa aqui por exemplo nunca deve ter visto de perto e ja vem criticando sem conhecer, com certeza se tivesse conhecido não estaria falando essa besteira.
3;interagir com animais não é mau tratar animais,aprenda.
3;cada um brinca com que quer,,por acaso voce ja foi conhecer de perto ,como vivem e para onde iriam eses animais,com certeza não.
3;interagir com animais não é mau tratar animais,aprenda e corte esse cabelo ,esta ridiculo.
2;Ridiculo é seu cabelo,aprenda antes de falar bosta,, a unica maneira de um animal desse chagar a idade adulta e conseguir morrer no pasto como reprodutor é sendo de rodeio,caso contrario morrem na adolecncia.
2;Riciculo de ve ser voce,vai cortar essa barba,arruma esse cabelo,melhora essa cara de louco. e aprenda sobre esses animais.
2;Realmente voce é ridiculo.
3;AINDA BEM QUE VOCE RECONHECE QUE É UM RIDICULO.
2;Tambem achei voce bem ridiculo
3;Ridiculo é essa foto sua,vá conhecer como sao tratados esses animais conheça tambem onde viriam se não fossem de rodeio,depois de sua opinião.
3;Eu conheço de perto e posso mostrar como vivem e como são tratados esses animais,,não são esses animais que estão precisando de ajuda e sim aqueles que estão morrendo de fome no sertão do brasil.
3;Vamos conhecer antes de criticar,tem muitos humanos,bem mais maus tratados que animais de rodeio.
2;Si eu não entendo, você menos ainda que só entende de ração de gato e olhe lá, capaz que dá é arroz com feijão pro seu, em relação às tramitação das lei, meu pai também que está dentro do plenário mepassa todas as iinformações necessárias!!!
4;Isso era a resposta para um comentário da Ana animais... Mas saiu como novo comentário... apesar de ter feito no devido lugar.
2;e vem um babaca como voce falando coisas sem saber querendo se passar por culto.onde voce viu um animal de rodeio ser mau tratado..onde e quando em qual evento,falar coisas sem saber também é ignorancia,,se nao gosta respeite quem gosta,o que é desprezivel para voce ,pode ser um modo de vida para outras pessoas,quem te falou que só seu modo de vida é o certo.
2;PORCARIA DEVE SER SUA VIDA,O QUE É CULTURA PRA VOCE PODE NÃO SER PARA OUTRAS PESSOAS,CULTURA CADA UM TEM A QUER.CONHEÇA ANTES DE CRITICAR.
1;não temos nada contra,cada vive do jeito que quer.
4;o professor cowboy e não call boy.
1;voce por exemplo é uma mulher que usa nome de haroldo,,não temos nada contra,,fiscalizar sim,proibir jamais !!!!!
3;VOCE NÃO É FRUTA NÃO.MAS FOI VOCE MESMO QUE FALOU,SE NÃO É ENTAO PARE COM ESSAS MANIAS DE FRUTINHA,,QUE VAI LIBERTAR TODOS ANIMAIS DO PLANETA,QUE NINGUÉM DEVE COMER CARNE,APRENDA QUE CADA PESSOA TEM SEU GOSTO PARTICULAR E PARE DE DAR PALPITE AZEDO,,APRENDA COMO VIVEM OS ANIMAIS DE RODEIO,OS MEUS ESTAO A SUA DISPOSIÇÃO NA CIDADE DE AMPARO SP,QUANDO QUISER É SO CHEGAR NO SITIO DO PAULAO CALANCHUE,,TODO MUNDO ME CONHECE POR AQUI.
3;VOCE TOMA ALGUM REMEDIO ESTRAGADO COM SUAS ALUCINAÇOES,ACHA QUE OS ANIMAIS SERÃO LIVRES EM PARAÍSOS VERDEJANTES E SERÃO FELIZES PARA SEMPRE,,ACORDA,, PESSOAS AINDA COMEM ANIMAIS E SOMOS O TERCEIRO MAIOR PRODUTOR DE CARNE DO MUNDO.
2;oh esquisitinho,voce voltouuu.. fala alguma coisa real agora e pare com suas alucinaçoes
2;que batalha voce esta,,cade seus animais,,ja te convidamos varias vezes,mais de 10 pessoas para te mostrar como vivem animais de rodeio e voce corre,deve ser porque tem medo de mostrar os seus,como voce mesmo disse assistiu o rodeio de barretos ao vivo,viu que nenhum animal saiu de machucado ou lecionado,mas nao comenta isso,,qual é sua batalha,,onde voce quer chegar..
2;QUE BATALHA,,VOCE ESTA TOMANDO REMEDIO ESTRAGADO,,NÃO SÃO OS ANIMAIS DE RODEIO QUE PRECIZAM DE AJUDA E SIM AQUELES ABANDONADOS PELAS RUAS SEM TER O QUE COMER,MAS VOCE QUER IR ONDE ELES NÃO ESTÃO PRECISANDO DE AJUDA,VOCE GOSTA DE SE APARECER,,, SE GOSTA TANTO DE ANIMAIS,,CADE OS SEUS.
3;voce deveria perder um pouco de seu tempo e ir conhecer de perto como vivem e como são tratados animais de rodeio,a menos de 15 minutos de sua casa em jaguariuna,tem uma tropa de cavalos do gabriel grangueli,,vá lá conhecer,como vivem e como são tratados,,cavalos lindos,bem alimentados,com acompanhamento veterinario e nutricionista,vá conhecer e veras que esses animais não precisam da sua porteção e sim aqueles que estão abandonados pelas ruas,,perca seu tempinho e conheça de perto.
4;ANA DOS ANIMAIS,CADE SEUS ANIMAIS.
3;"Essa votação vai ser arquivada, motivo. Estava beneficiando só o ""NÃO"" o trabalhador rural, não consegue votar este seria um dos motivos! É este povo que está sendo esquecidos, se deixar pelo ""Não"" a cultura será, ""fank, rock rio, parada gay"" aliás só músicas internacionais, hoje não ouço sertanejos universitários, vou esperar eles se formar, a batalha só tá começando, encerro meus trabalhos por aqui. Vai aí uma dica para quem quer aprender a gostar de rodeio, Brasil ruraltv.com, outra vitória pro sertanejo. "
2;voce está no brasil aqui se mata por um celular ou por uma carteira vazia ou qualquer coisa assim,esse pais é assim mesmo,presos que não tem filhos saem no induto do dia dos pais e etc.. aqui é assim,não aprendeu ainda então muda para europa lá é diferente aqui não.
4;CADE SEUS ANIMAIS,,VAMOS FAZER UMA CAMPANHA,ANA DOS ANIMAIS,CADE SEUS ANIMAIS.
1;APROVADO, APROVADO, APROVADO, APROVADO, APROVADO, APROVADO, APROVADO, APROVADO, APROVADO, APROVADO, APROVADO, APROVADOOOOOOOOOOOOOOOOOOO!!!! VIVA O RODEIO!!!
3;ACEITA QUE DOI MENOS!!! LEI 1767/2015, CHUPAAAAA!!! JA FOI APROVADO SUA ATRASADA.
3;VÁ PROCURARA ANIMAIS PARA VOCE CUIDAR OS DE RODEIOS JA SÃO MUITO BEM TRATADOS
5;http://rodeiomagazine.com.br/?p=2659
