1;2;3;Vejam bem, maioria dos homens apoiam. maioria de mulheres não. Homens tendem a serem lógicos, mulheres emotivas. Sera que mulheres acham que rodeios é judiação de animais? O que é claramente equivocado da parte delas. Como também isso se repete na PL3722, homens pensam logicamente, e são mais favorável ao cidadão ter menos restrições a armas de fogo para proteger seu patrimônio e sua família. Ja as mães, familiares, namoradas(os), principalmente de bandidos, acham isso um terror, por que qual mãe quer ver o filho bandido morto praticando um assalto? Logo são contra o direito das vitimas de si proteger do seu filho bandido. Vote consciente, vote com razão e não emoção! Brasil melhora rapidinho. 
201;3;2;tanta coisa mais importante pra vc se preocupar,,grupos de terrorismo se formando no brasil,amazonas com o maior indice de desmatamento dos ultimos 20 anos e vc e preocupando com cowboys que montam em touro,esses animais ja tem quem os protege,,seraq vc não consegue esquecer o cowboy que te desprezou,,,quanto amor !!! 
202;4;4;e ai amigo,ainda atras de cowboys ? 
203;1;1;tenho cavalos que participam  das provas dos 3 tambores e desafio a qualquer ong a compararem se seus animais são mais bem cuidados que os meus.. 
204;2;4;por acaso vcs sabem sabem pra onde vao os animais que não selecionados para o rodeio,, eu sei vão para o açougue antes de conhecer a idade adulta. conheçam antse de criticar,falar coisas sem saber também é ignorância,,muitas pessoas ainda falam que os animais tem seu saco apertado..conheçam de perto 
205;1;1;Valeu capitao augusto,,,,, seja sempre bem vindo nas festas do peao estamos te esperando em barretos com uma calorosa recepção.quem critica não conhece,,se conhecesse com certeza não falariam tanta besteiras 
206;4;2;o que as pessoas nao entendem é que o rodeio não vai acabar,,pode acabar as festas mas as montarias vao continuar nas pequenas cidades,nas fazendas e etc,, quem gosta de interagir com animais vai continuar interagindo em um ou em outro lugar 
207;4;5;quem quiser conhecer o rodeio perto e ver como sao tratados os animais venha pra barretos e ajude o hospital do cancer que recebeu 16 milhoes da festa de barretos o ano passado,aproveite e ajude tambem. 
208;1;1;Valeu capitão agusto tem muita gente que nao gosta mas tem muita gente que gosta,o povo sertanejo esta do seu lado,,te esperando no maor rodeio do mundo barretos 2016 
209;5;5;QUANTA BARBARIDADE,,, E VAMOS QUE VAMOS,ESTÁ CHEGANDO O MAIOR RODEIO DO PLANETA EM AGOSTO,,ESTÃO TODOS CONVIDADOS 
210;2;1;graças a todos esses leigos o projeto foi aprovado com facilidade na camara dos deputados,enquanto essas pessoas continuarem falando que rodeio aperta o saco do animal e tc.. sera facil levar a frente nosso projeto,,significa que realmente nao conhecem e nunca viram de perto,obrigado a todos que falam que o rodeio aperta o saco,,outra mulher disse que os animais tem caco de vidro introduzido no anus aohhh barbaridade 
211;4;1;e vc faz o que da vida,qual o seu ramo,,o que faz que te faz pensar que vc melhor que nós 
212;2;2;só que esses animais nao são como animais de circo que se não tivessem no circo estariam nas savanas,esses animais se não tivessem no rodeio estariam em um espeto de churrascaria,,e onde e quando vc viu um animal ser torturado,se viu porque não denunciou,ja existe uma lei desde 200 que protege eles de maus tratos,portanto não fale coisas que nunca viu,,pelo jeito vc fala coisas sem saber,isso tambem é ignorancia. 
213;3;1;Falam mal criticam o rodeio, mas quando tem estão la assistindo. Se vocês não sabem não falem. Rodeio é cultura SIM!!!! Os animais de rodeios são bem mais tratados que vocês ignorantes. Mas é assim mesmo julgam sem saber, julgam aquilo que não entendem. :) 
214;4;2;em qual rodeio vc viu chicote e sedem tambem nao existe mais agora cinta de lã..o que é bem estar animal pra vc 200 cachooros fechados em canis e chamando de ong protetora,animais condenados a prisão perpetua e gente ganhando dinheiro falando que são ongs protetoras. 
215;2;2;e quando vc viu um animal com saco apertado sua imbecillll 
216;2;2;e onde vc viu um animal com testiculos amarrados, sua ridicula,,povinho deve ser quem te pos no mundo de não te dar educação pra chamar outro ser humano de povinho,vai cuidar de sua vida,nao vamos no rodeio com seu dinheiro 
217;4;4;e quem te falou que vc manda alguma coisa,,vai cuidar da sua vida 
218;3;1;Acho que as pessoas deveriam se informar melhor antes de opinar sobre algo tão cultural... É simplesmente uma reprodução dos trabalhos campeiros, utilizados para o manejo bovino, responsável pela  produção  de alimento da maioria da população mundial. Pessoas recriminam tais praticas, mas não sabem o tratamento que estes animais recebem, por que acima de tudo, eles são também nossa fonte de renda, não podemos maltratar algo que nos dá o pão de cada dia Os animais utilizados em praticas esportivas recebem uma alimentação e um tratamento tao especial que duvido que a maioria  das PESSOAS do país recebam igual  
219;1;1;Rodeio não maltrata. os animais tem o manejo adequado, alimentação balanceada incluindo exercícios como nação. os touros que vão para os rodeios são animais com estrutura e boa performasse. os cavalos que dentro do rodeio tem varias modalidades como três tambores,laço,bulldog,Team Penning, Work Penning, apartação. trazendo renda gerando emprego...
220;1;1;Rodeio não maltrata animal..os meus estao a disposição de quem quiser conhecer de perto,,garanto que meus cavalos são mais bem tratados do que muitos humanos nesse país. 
221;4;2;qual vantagem vc ve em acabar com as festas do peao ? as provas de laço  foram probidas nas festas e aumentaram em 40 % nas fazendas e recintos rurais,,longe de fiscalização nos rodeios elas eram muito mais fiscalizadas e com muito mais regras,,qual a vantagem de tirar o rodeio das festa e leva-los de volta para o campo,,ou vc acha que homens que gostam de interagir com animais vão parar porq nao tera mais festas ?? 
222;1;1;nao vejo vantagem nenhuma,em por fim aos rodeios,quem gosta de interagir com animais,vai continuar interagindo e no campo nao tem regras nem legislação,,no rodeio tem veterinario,tem regras,e fiscalização para proteger os animais de maus tratos,,no campo é tudo de qualquer jeito,, 
223;4;4;tenho plena convicção que qualquer animal prefere ser montado do que comido  
224;1;1;vida longa ao rodeio,,agora temos um dia para comemorar,,dia 4 de outubro agora é dia nacional do rodeio 
225;1;2;rodeio não maltrata animais, 
226;1;4;Festa do peao de barretos 2016,estima arrecadar mais de 16 milhoes para o hospital do cancer,,esse é o mundo sertanejo 
227;6;4;e tem gente que continua achando que os touros tem seu saco amarrado !!!!!! 
228;1;1;Agora dia 24 de outubro passa a ser o dia nacional do rodeio,ebaaaaaaaaaaa 
229;2;2;Para onde sera que o senhor luiz paulo acha que irao os animais  de rodeio se não fossem de rodeio ???,para as churrascaria,,qual a vantagem de não ir para o rodeio e ir para um espeto. 
230;3;2;ohh seu frango de granja,,,deixa de ser lunático ,nao é porq vc nao come carne que a população mundial vai parar de comer,,o rebanho brasileiro é de mais de 230 milhões de cabeça de gado,pra serem consumidos de varias formas..viva a realidade e pare de sonhar com coisas que nessa vida vc não ira ver acontecer. 
231;2;2;qual a vantagem vc veria em tirar os animais do rodeio,,manda-los para o frigorifico,,ou para uma ong que cuidaria de milhares de animais,,a unica forma desses animais conhecerem a idade adulta é sendo de rodeio,caso contrario ja conheceram o matadouro aos 2 anos e meio de idade. 
232;4;4;oiiii mocinha,,ja comprou o vestido e abota pra vir para os rodeios ?? 
233;4;1;Vaquejada!! 
234;1;1;#Vaquejada é Cultura 
235;1;1;oi amor vc de novo,,como vc gosta de cowboys,,é melhor vc ir ate a festa do peao e conhecer um de verdade,,nao precisa ficar pucxando conversa pela internet,, 
236;3;1;o florsinha,o que adianta ganhar enquete,,nessa vc tambem ganhou,,enquete nao ganha de argumentos,de fatos,,o fato é que ja ficou provado que entre todos os esportes que usam animais o rodeio é onde ocorrem o menor numero de lesoes em animais 
237;4;1;ai é bonito  entao vc esta em casa,,nao precisa ficar procurando por aqui 
238;4;3;oi amor,tudo bem ?? algum cowboy do paraná de magoou ?? 
239;1;1;falou bem ganhou a enquete,,na camara dos deputados vcs tambem ganharam a enquete,,ja foi provado e aprovado que animsi de rodeio não sofrem maus tratos 
240;4;4;oi mocinha,atraz de cowboys de novo ²²????? 
241;6;4;cade a mulher que acha que são colocados limao e caco de vidro no anus dos animais,kkkkkkk 
242;3;2;e ai moçinha luis paula,,tudo bem,,vc deveria se preocupar com coisas mais importantes,,vc sabia que a cada 28 horas uma pessoas homossexual é assassinada no brasil por homofobia,, iso sim é preocupante,,os rodeio continam com ou sem sua aprovação,,americana 2016 record de publico dos ultimos 9 anos.. 
243;6;2;oi frangona,,tinha certeza que vc era frutinha,, por isso vem com tantas conversinhas erradas,pra chamar a atenção dos cowboys,,ta explicado 
244;2;2;oi querida sera que vc é uma cowgirl inrrustida 
245;2;1;oi gatinho,,acho que vc é apaixonado em cowboys,,ja sabemos que vc é 
246;4;4;vc tem ressentimento de um algum cowboy,por isso luta contra os rodeios ? 
247;2;2;tem gente tomando chá de lirio aqui e vendo coisas,,onde sera que viram alguém colocar cacos de vidros e pimenta no anus de animais.que alucinação !!!!!!! 
248;3;1;senhora dona rosana,,tenho animais e posso te garantir que os meus são tratados como seus filhos ou melhor,,nao temos cacos colocados em anus nenhum de animal,,a senhora deve estar tendo alucinaçoes 
249;2;2;todos esses argumentos que rodeio maltrata animais foi derrubado na assembléia da camara,,foi aberta e todos puderam debater,,agora não venham falar tanta besteiras aqui,, a outra ai falou que animais tem pimenta colada no anus,,essa ta tomando droga podre 
250;2;2;quem esta precisando de proteção nesse pais são os humanos,que esãao sendo mortos a toa, a cada 28 horas morre uma pessoa homosexual vitima da intolerancia nesse pais,,nos animais ja existem leis que os protegem desde 2002 e são seguidas a risca nos rodeios 
251;2;2;acho que pessoas por aqui usam drogas vencidas,,onde sera que viram alguem colocar pimenta e caco de vidro no anus dos animais,,acabou de ser vendido um touro chamado boca quente por 312 mil reais,,sera que é para o dono colocar caco de vidro no anus dele??? 
252;2;2;Onde sera que a senhora rosana viu alguem enfiar caco de vidro no anus do animal,,sera que ta tomando algum remedio estragado ??? 
253;1;1;Parbéns povo sertanejo,dia 4 de outubro agora é dia nacional do rodeio 
254;2;1;Graças a pessoas imbecis e legais como a senhora rosna halasz que rodeio foi aprovado tao facil na camera,,pessoas que falam coisas que nunca viram,,o rodeio movimenta o mundo country e amamos os animais assim como vc,,venha conhecer,,nos diga onde vc viu animais de rodeio abandonados e passando fome. 
255;2;2;como vc fala coisas sem saber,,prova e nos mostre onde se usa pimenta e cacos de vidros e abandonaremos o rodeio,,sua imbecillllll,,conheça antes de falar 
256;1;1;Dia 4 de Outubro agora passa as ser o dia nacional do rodeio. 
257;1;1;Parabéns nação sertaneja,agora o rodeio ganhou  o dia nacional do rodeio no calendário nacional,dia 4 de outubro. 
258;3;1;Ohh coleguinha vc ta atrasado o projeto ja passou pela camara com votação folgada  e o rodeio até ganhou o dia nacional do rodeio que sera no dia 4 de outubro no calendário nacional,,gaste seus argumentos com outras coisa ja ficou provado que animais de rodeio não sofrem maus tratos. 
259;2;2;A bibinha pão-com-ovo, mau-amada, desocupada, sustentada pela mamãe naõ se cansa de vomitar asneiras aquí. Luizinho de dia e Keffey Boca Nervosa, à noite vá cuidar da sua vida nêga, seus comentários contra o rodeio, não estão acrescentando em nada, o mundo vai continuar girando, e rodeios continuarão sendo realizados, quer você goste ou não, agora mesmo estamos indo prá Americana/SP . Teu bofe te deixou? arrume outro, fia, que consiga te suportar que tal um africano dotadão, para preencher seu espaço vazio, já que a sua raça aí, é chegada, só não vale o cunhadinho, quem sabe assim você deixa de cuidar da vida dos outros.   
260;5;5;Boa noite. https: The New York Times.  venha passar suas férias em Orlando-Florida/EUA, tudo grátis, entre em contato conosco. Interessa?  
261;5;5;ALÁ É GRANDE.  
262;3;4;vá se preocupar com outras  coisas,,bancos sendo estourados a luz do dia,bandidos com 10 anos de idade roubando carros,,pessoas sendo mortas por u par de tenis,,,vá procurar o que fazer,, o rodeio ja foi provado e  comprovados que nao causa maus tratos aos animais.. 
263;1;4;Ohh cara,queria pedir desculpas pra vc,,quando chamei vc pra vir conhecer s roça que te ensinava a ser homem  eu não sabia que vc era homossexual ,,não tenho nada contra,,tenho ate amigos homossexuais,,cada um gosta do que quer,,perdoa ai.. 
264;2;4;Vc deria respeitar as difeenças,,ainda mais sabendo que vc tambem é diferente,,se não gosta respeite quem gosta,,ja pensou se as pessoas que nao gostassem do seu jeito fossem fazer campanha contra seus gostos.. 
265;1;4;mais uma vitoria do rodeio,dia 4 de outubro,dia nacional do rodeio,parabéns ao povo sertanejo 
266;1;1;A  patir de hoje fica reconhecido no brasil dia 4 de outubro como dia nacional do rodeio..Parabens capitao augusto 
267;1;4;Ohh alexandre junior,,vá conhecer de perto antes de falar o que nunca viu,,ja ficou provado e comprovado por veterinrios contra e a favor ao rodeio n camara dos deputados,por isso passou tão facil,,animais de rodeios são mais bem tratados do que muitos humanos nesse país. 
268;4;4;Por acaso vc sabe pra onde vao os animais de rodeio se o rodeio acabar ? sera que é para o quintal de sua casa ou para o zoologico ? conheça antes de falar 
269;4;4;esse tipo de animais quando não são montados ,são comidos  voce sabia disso ?? 
270;4;4;vc sabe quantos segundos trabalha um cavalo de rodeio por dia,e o que puxa carroça na fazenda nas tarefas diarias,,conheça antes de falar oque nao conhece e nunca viu 
271;1;1;Parabéns capitão,,projeto passou fácil pelo senado,os argumentos dos ativistas eram os mais absurdos do mundo,porque será que não ficaram até o fim ??? 
272;2;4;Nossa ,,quem é esse louco do rafael,,onde sera que voce esta morando pra falar em modernidade,,morrem se, 16 pessoas por dia no estado do rio de janeiro assassinadas,isso aqui é o verdadeiro faroeste,,,carros fortes  são assaltados a luz do dia ,bancos são assaltos no interior do pais e usam pessoas como escudo humano,,e vc vem falar que montar em boi é coisa do passado,,prefiro o passado do que essa modernidade podre que vivemos. 
273;1;1;'Blá, blá, blá. Blá, blá, blá. Mimimi. Mimimi. O que nos interessa, é que o projeto está avançando favoravelmente no Senado. Onde, já deu prá notar que, quem manda somos nós os BBB''s. (Bala, Boi, e Bíblia) como disse o intelectual em "cultura texana", aí. Depois é só o nosso parça,  Temer, assinar, o que é notório. Logo, as disposições em contrário, serão irrelevantes.  '
274;4;4;onde voce viu um animal de rodeio de perto ???? 
275;1;4;Por acaso vc ja foi em um frigorifico ou em algum matadouro,,então vá e depois vá a uma fazenda que cria touros de rodeio e vá a um rodeio tambem,,e tire suas conclusões onde é melhor.animal de rodeio que não vai para o rodeio vai para o matadouro,,talvez a unica chance d uma animal desse chegar a idade adulta e morrer como um reprodutor é sendo de rodeio, 
276;4;4;todas essas besteiras que vc ta falando não ficaram provadas no debate na camara,,ja que vc sabe tanto porque não foi la debater,,vc tambem acha que o rodeio aperta o saco do animal ??? 
277;1;4;Vá vc se informar,,onde e quando voce viu animal de rodeio de perto,,ja foi provado que entre todos os esportes que usam animais,o rodeio é onde os animais sofrem menos lesões,,aprenda vc tambem. 
278;4;4;ninguém come* 
279;2;4;já que animal nenhum é pra culturalizar ou pra estar fazendo torneios com ele int acaba com os centro de macumba que usam: galinha, bode,gato... e ninguém como frango, galinha, galeto, carne, peru no natal acabou... 
280;3;1;Valeu capitão augusto,, vitoria facil na camara dos deputados,, porque sera que foram tao fracos os argumentos dos ativistas que ainda acham que rodeio aperta o saco do animal,,que vergonha gente,,falar coisas que nao sabem,,como ficou feio. 
281;2;2;Tambem nao gostamos de muitas coisas que acontecem nesse brasil e somos obrigados a aceitar . 
282;1;5;Bora pro rodeio pessoal essa semana tem mais uma 35 festas pelo brasil 
283;2;2;se não gosta é só não ir,,nao vamos na sua te convidar 
284;1;1;Vida longa ao rodeio 
285;4;4;Em voce eu monto quando voce quiser,,um touro pesa em media 900kg,,os peoes em media pesa 80 kg 
286;2;2;Vai cuidar da sua vida ,nao vamos nas festas com seu dinheiro. 
287;2;2;la vem o idiotinha ,franguinho de novo,,ja te convidei pra vir no meu sitio e te passei meu endereço varias vezes,,pra vc todo mundo é fake porque nao vem conferir de perto,,eu mato um carneiro gordo pra nois churrasquaer,basta voce querer,,o aparecidinho do site,,protetor de nada,,cade os animais que voce cuida,,me  pasa seu endereço que vou conferir de perto como vc cuida de seus animais. 
288;3;1;Rodeio,quem não conhece critica,quem conhece ama 
289;1;1;Rodeio é 100% Bons tratos aos animais 
290;3;1;animais de rodeio não são como animais de circo,,se não vão para o rodeio vão para o frigorifico,,conheçam antes de criticar,,se passou pela camara é porque ficou provado que não sofrem maus tratos,,gostamos de montar e comer animais,,se não gostam procurem sua turma ..se gostam de proteger animais vão atrás  dos que realmente precisam de ajuda os de rodeio ja são muito bem tratados. 
291;2;2;evoluir onde ?? em um pais que carros fortes são assaltados em plena luz do dia,,que bancos são assaltados como no tempo do banga bang,que pesoas são mortas por um celular,onde vc ta evolução nesse pais ?? onde sera que vc ta morando 
292;4;4;e qual evolução vc ve nesse pais ???? 
293;4;4;vc pode nos passar um pouco da sua evolução ?? 
294;2;2;o babaquinha,,o projeto ja foi aprovado na camara dos deputados,,jstamente por ser provado que esses animais não sofrem maltratos,,tambem não vamos parar de comer carne porque vc não quer,,em sua homenagem essa semana vamos um churrasquinho de carneiro,,quer vir partcipar,,eu guardo alguns pedaços bem mal passados pra voce  ohhh comedor frutas. 
295;2;2;la vem o inutil do luis paulo comedor de alface encher o saco de novo,,,vc não faz nada na vida ????? 
296;2;2;ohh inutil voce voltou????? 
297;3;1;Pelo jeito muita gente aqui critica sem conhecer,,isso é muito bom,pois quando tem que debater ao vivo como foi na camara saem de cabeça baixa,,como por exemplo aqueles que falaram que os animais tem seu saco apertados..falem bastante  coisas sem saber isso só ajuda o rodeio sair vitorioso nos debates. 
298;2;1;ja existe uma lei que protege os animais desde 2002,,somente leigos pra acharem que eles sofrem maus tratos.. 
299;3;2;o brasil vivendo um verdadeiro bang bang,,pessoas morrendo todos os dias na rua por bandidos e vcs vem aqui proibir a gente de montar em boi,,vão caçara sua turma,,nao são os animais de rodeio que estao precisando de proteção eles ja são muitos bem tratados 
300;1;1;O rodeio foi aprovado na camara dos deputados em um debate que estavam defensores e opositores,,os melhores argumentos ganharam,,entao vamos respeitar quem gosta 
301;2;2;se não gosta de rodeio é so nao ir,,quem tem que falar se os animais são ou não mau tratados são os veterinarios responsaveis pelo evento. 
302;3;1;Gostamos de monta-los e gostamos de come-los,nao fazemos com seu dinheiro vai cuidar da sua vida 
303;2;2;vai cuidar da sua vida se gosta de ajudar de animaisvá ajudar os que estao morrendo de fome no nodester 
304;4;4;vá procurar o que fazer amigo  
305;2;2;se não gosta respeite quem gosta,,ninguem vai na sua casa te falar o que vc deve ou nao fazer 
306;1;1;vida longa ao rodeio,,se não gosta é só não ir. 
307;4;4;e vai colocar os animais onde,se nao forem pro frigorifico..na sua casa ???? 
308;2;2;sadico é vc morrer na rua por um celular ou um par de tenis. 
309;2;2;o que é merda pra vc .nao é para os outros,,quem te flou que gostamos do que voce faz 
310;2;2;os que noa montamos,,comemos em churasco e na panela,,e nao é problema seu,,nao comemos carne com seu dinheiro vai cuidar da sua vida 
311;4;4;nossa que educação,,parece voce o animal 
312;1;4;Foi adquirido nos ultimo leilão das estrelas um animal chamado boca quente por 312 mil reias,quem pagaria tal quantia em um animal para maltrata-lo..vamos conhecer de perto antes de falar o que não sabemos 
313;1;1;O projeto foi aprovado com grande vantagem na camara dos deputados,,isso porque ja foi provado e reaprovado que enter todos esportes ue usam animais o rodeio é onde ocorre menos lesoes nos animais,,conheçam antes de criticar 
314;1;2;Animais de rodeio não são como animais de circo,que voltam para a savana quando nao estão no circo,,animais de rodeio vão para o frigorifico se nao fossem de rodeio,portanto a unica forma de um animal desse chegar a vida adulta e morrer como reprodutor é sendo de rodeio,, e pelo contrario do que muita gente pensa eles nao sao torturados..conheça antes de criticar. 
315;4;2;se goste de ajudar animais,,vá ajudar os que estao morrendo de fome e sede no sertão de pernambuco,,eles estao realmente precisando de sua ajuda, 
316;2;2;Patético é uma pessoa que nunca viu um animal de rodeio de perto ,vir aqui falar coisas que não sabe e nunca viu 
317;2;2;Patético é quem acha que interagir com animais é maltratar animais,, se gosta de proteger animais vá ate ao sertao de pernambuco e ajude os que estao morrendo de fome por lá..os de rodeio ja tem cuida deles 
318;3;1;Muito obrigado capitão augusto,pelo empenho em provar que esses animais não são maltratados.dessa vez acho que ficou bem claro pra não entendia.espero que ninguem venha aqui mais falar que rodeio aperta o saco do animal. 
319;1;1;Projeto aprovado na camara dos deputados,,com certeza foi provado que rodeio nao maltrata animais. 
320;3;3;As apresentações musicais eu voto sim, mas rodeio com animais voto não. Mas quem sabe um dia alguém nos escute. 
321;1;5;E mês que vem começa o maior rodeio de Minas,  um dos maiores do país, a grande DIVINAEXPO,  e como sempre ajudando as instituições de caridade da cidade de DIVINÓPOLIS MG. Pegaaaaaaa subindo porque descendo é contra mão!! Aquiiiiiiiiiii "num" é rodeio,  Aquiiiiiiii é PBR. 
322;2;2;Quem critica,com certeza nunca conheceu de perto !!!!!! 
323;2;2;se interagir com animais for crime,então vamos começar pelas ongs que mantem centenas de animais presos em lugares apertados como se fossem criminosos,,vamos soltar gatos que ficam aprisionados em apartamentos,vamos parar de castrar cachorros de madames,,vamos começar a libertar todos,, vamos deixar todos livres,,agora só não sabemos onde.. 
324;3;1;Com certeza quem fala que esses animais são maltratados nunca viu um animal de rodeio de perto, esses animais vivem melhor do que muitos humanos nesse país. 
325;2;2;Vergonha é morarmos em um pais que esta virando um cangaço a céu aberto,,bancos sendo assaltados a luz do dia policiais sendo mortos,pessoas assassinadas por um celular e vem pessoas aqui se preocupar com  uma pessoa de 80 kilos montar um animal de 1000,, vao conhecer antes de falar.. 
326;2;2;que liberdade sera ??,os que nao vao para o rodeio vao para o matadouro !! se atualiza esses animais não são como animais selvagens que quando nao estao no zoologico estao nas savanas. 
327;3;2;moramos em um pais se acabando em corrupção ,assaltos a banco como no tempo do faroeste,pessoas sendo mortas por um celular ou por 50 reais e ainda tem gente  se preocupando porque montamos em touros,,se tem alguém precisando de proteção nesse país com certeza não são os touro e cavalos de rodeio,eles ja são mais bem tratados que milhares de humanos nesse pais. 
328;3;2;realmente,ridiculo é esse pais,,pessoas assaltando bancos como no tempo do faroeste,outras pessoas sendo mortas por um celular ,menor assassino não vai pra cadeia e vcs vem aqui proibir a gente de montar em touros como se isso fosse a coisa mais errada desse pais,esses animais vivem melhor que muitos humanos nesse pais,conheçam antes de criticar,falar coisas sem saber tambem é ridiculo 
329;3;2;Rodeio trata e não maltrata !!! 
330;4;4;vc sabe onde deveriamos soltar os animais de rodeio se fossem libertados,, ???? 
331;1;1;Rodeio,,mais que um esporte,uma paixão..nao critiquem sem conhecer 
332;4;4;conheçam antes de criticar 
333;2;2;Ja filmou o frigorífico??  Tá tentando tornar todos seres humanos em vegetariano??  Senão está,  Você é apenas mais um hipócrita!  
334;2;2;não confunda interagir com maltratar 
335;1;1;mais uma unidade do hospital do cancer de barretos sera aberta em campinas e  nao  se esqueçam que o rodeio é um grande colaborador desses hospitais. 
336;3;2;Trabalhar em outro ramo para ajudar?  Você deve trabalhar já que é contra o rodeio,  E quanto você já contribuiu,  Ou alguém ligado à você?  E me fale em milhões porque o rodeio doa milhões à esses hospitais. Você é apenas mais um querendo inventar movimento igual já existe o tal do MST,  movimento de vagabundos invejosos.  
337;2;2;Sr luis goes se gosta tanto de ajudar animais,ajude os que realmente estão precisando,,animais morrendo de fome no sertao de pernambuco. 
338;4;4;quem é voce pra falar da vida dos outros.. Não fale coisas sem saber,,o que faz voce pra ajudar alguem ou algum animal ??? 
339;1;1;Vai começar a temporada 2016 e quem achar que esses animais são maltratados é só ir conferir de perto,ja existe uma lei que protege eles de maus tratos desde 2002,os eventos são abertos a qualquer um que quiser visitar. 
340;2;2;Só critica quem não conhece 
341;2;4;se conhece nao deveria falar besteiras,,posso te mostrar vaias fazendas que conheço e tambem posso te acompanhar em varios rodeios e vamos ver de perto como vivem e como são tratados esses animais..quando voce quiser,posso e receber. 
342;2;2;se gosta tanto de animais va ajudar os que estao morrendo de fome no sertao do piaui,,os de rodeio ja tem quem cuida 
343;2;2;Porque sera que não vem ninguém aqui defender os animais que estao de morrendo de fome no piaui ou no sertão nordestino. 
344;1;1;Vida longa ao rodeio,só quem conhece de perto sabe o quanto são bem tratados esses animais,animais chamados por nome e muitos viram estrelas e morrem em asilos . 
345;2;2;mais uma ong que cuidava de cachorros carente foi fechada por maus tratos,,porque sera que não se ve fazendas que cria animais de rodeio serem fechadas por maus tratos..porque sera que não se ve animais de rodeio abandonados por ai. 
346;4;4;Onde e quando voce viu um rodeio de perto 
347;4;4;Voce ja viu um animal de rodeio de perto.onde ??? 
348;4;4;Por acaso ja viu um animal de rodeio de perto ???? 
349;2;2;Vai procurar sua turma e nao fale coisas sem saber 
350;3;3;Quanta besteira. Pessoas que nao conhecem falam.. meus cavalos são mais bem tratados do que muitos humanos nesse país 
351;2;2;O MAIOR ERRO AQUI É PESSOAS FICAREM FALANDO DE COISAS QUE NUNCA VIRAM DE PERTO,QUANTAS PESSOAS JA FORAM VISITAR FAZENDAS E VER DE PERTO COMO VIVEM E COMO SÃO TRATADOS ESSES ANIMAIS, SE ALGUEM ACHA QUE ELES SÃO MALTRATADOS NO RODEIO É SO IR ATÉ ALGUMA FESTA VER E E DENUNCIAR,,JA EXISTE UMA LEI QUE PROTEGE ELES DE  MAUS TRATOS,NAO ADIANTA FICAR AQUI FALANDO COISAS SEM SABER 
352;3;1;Dona carloina se é tão culta porque ainda não aprendeu que animais de rodeio são tratados como astros,vivem em pastos fartos  e comem ração balanceada e acompanhamento veterinario 24 horas, e não tem seu saco apertado que pessoas como  voce acha,, se vc se acha culta va conhecer antes de falar 
353;2;2;vai falar besteira pra sua turma,,onde e quando voce viu um animal de rodeio sentir dor ou sofrimento  se viu porque não denunciou ja existe uma lei que protege eles de maus tratos desde 2002. 
354;2;3;Onde sera qu voce viu de perto um animal de rodeio,, se viu alguma tortura porque não denunciou ?? pare de falar coisas que nunca viu de perto,,pare de só ficar lendo bons livros,, saia de casa aprenda e veja coisas,convide seus bons amigos e ajude animais que realmente estao precisando de ajuda, existem varios morrendo fome e sede em nosso pais. 
355;3;1;Não fique só  lendo bons livros,aprenda coisas antes de falar sem conhecer,,conheça meus cavalos,garanto que são mais bem tratados que seus animais. 
356;3;2;Que humilhação pode ser maior que a morte ?animais de rodeio são tratados como astros e muitos morrem como reprodutores em pasto fartos  e morrem de velhice. 
357;1;1;Vida longa ao rodeio,pessoas confundem rodeio com touradas espanhola,foi adquirido no final do ano passado um animal chamado Boca Quente pelo senhor ricardo Bento de São Paulo por 347 mil reais,quem pagaria uma quantia dessa para ver ser animal ser humilhado. 
358;2;1;livros e peças de tatro são o que vc gosta,,não somos obrigados a gostar do que vc gosta, 
359;2;2;entao vá voce com seu filhinho ou filhinha ver dois homens arrancando sangue um do outro, cada gosta do que  quer,nao vamos no rodeio com seu dinheiro 
360;3;2;Animais de rodeio não são como animais de circo,animais de rodeio se não forem para o rodeio,vao para o frigorifico,a unica forma que um animal desse tem de chegar a idade adulta e morrer como um reprodutor é sendo de rodeio. 
361;2;2;E onde voce viu um animal com o saco amarrado ou com pimenta no anus sua imbecil,aprenda antes de falar. 
362;2;2;Porque será que não vem ninguém aqui defender os milhares de animais que estão morrendo de fome e de sede no sertão de pernambuco. 
363;1;1;Nossos cavalos vivem melhor do que muitos humanos nesse país. 
364;1;1;Amo rodeio. 
365;1;1;Na europa nunca teve rodeio,os rodeios são forte no canada,mexico e EUA,incluaive onde se ta 1 milão de dolares para o campeao..se não gosta aprenda a respeitar que gosta 
366;4;4;fala isso tambem no joguei clube,nos campos de polo,nas exposiçoes e provas que envolvem cachorros,e outras inumeras atividades que envolvem animais 
367;3;3;meus cavalos vivem melhor do que muitos humanos nesse pais,,se gosta mesmo de animais va ate o sertao de pernambuco e ajude os milhares de animais que estao morrendo de fome e sede por lá. 
368;1;1;vai começar a temporada das festas ,quem acha que esses animais são maltratados é só ir e conferir de perto.garanto que eles preferem ser montados do que comidos. 
369;4;4;Seria muito bom conhecer antes de criticar. 
370;3;2;Em um congresso mundial realizado no brasil, dentre todas as atividades que envolvem animais,o rodeio é o que tem o menor numero de incidentes,procurem se informar,,rodeio não é touradas espanholas 
